"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.675981185058653,0.0935069107803524,0.174564432471061,0.0484325152486519,0.00751495644128155
"Sample2",0.454746900641635,0.287399130385091,0.113429542231077,0.106378311333372,0.0380461154088248
"Sample3",0.248781928384247,0.479265486147396,0.211222519700999,0.0406112474665601,0.0201188183007979
"Sample4",0.52179092886996,0.231377492453068,0.191098364757274,0.0460891952274669,0.0096440186922316
"Sample5",0.700978975575389,0.154070790015083,0.105333371413416,0.0301015405604264,0.00951532243568614
"Sample6",0.32836252586643,0.0614773850756595,0.340269264233531,0.209201311989787,0.0606895128345922
"Sample7",0.259923184195765,0.188823725179827,0.353129458574482,0.155147842060223,0.0429757899897026
"Sample8",0.446628697162256,0.197235023016271,0.200902069401379,0.131396884087317,0.0238373263327769
"Sample9",0.242432766025967,0.643814103999546,0.0537057742858065,0.0489285795009057,0.011118776187775
"Sample10",0.170073245961525,0.536334177565666,0.184543608286335,0.0815844402502438,0.0274645279362292
"Sample11",0.468604450033855,0.207171856139414,0.190392741036978,0.0954535388313362,0.0383774139584167
"Sample12",0.42588795503266,0.346096784261369,0.137569877474279,0.0689883792803461,0.0214570039513465
"Sample13",0.516131539479863,0.297179098801073,0.150889456947536,0.0324731044995115,0.0033268002720167
"Sample14",0.575467961422453,0.141278300744659,0.248880147665232,0.0251570525801554,0.00921653758750077
"Sample15",0.275457482085721,0.436899668114027,0.17217628863093,0.0818677937554375,0.0335987674138839
"Sample16",0.171352484579124,0.546619664931754,0.193724307015122,0.0700361253177867,0.0182674181562143
"Sample17",0.604675533374731,0.0924437515933863,0.125005487366987,0.134520944756081,0.0433542829088148
"Sample18",0.266395256614534,0.304097862068927,0.315505589526702,0.0947479426140904,0.019253349175747
"Sample19",0.152013180618073,0.386287393892377,0.230272418016937,0.175346761804012,0.0560802456686014
"Sample20",0.265983775170818,0.369044965948086,0.196790404308496,0.12752155186369,0.0406593027089097
"Sample21",0.63078854098959,0.0417536110280988,0.217611146080575,0.0907550528142289,0.0190916490875071
"Sample22",0.565518930913086,0.331001320985032,0.0595754444842124,0.0316932898823486,0.0122110137353209
"Sample23",0.303492359907837,0.412127196327718,0.197901302118033,0.0707649399057608,0.0157142017406517
"Sample24",0.440822882802357,0.170375352820508,0.228997652853723,0.132969814298014,0.0268342972253988
"Sample25",0.343341583187792,0.513861424053112,0.1130983629122,0.0256577065209307,0.00404092332596555
