"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.96852746089064,0.0186436821673852,0.00812023217016069,0.00383117739820919,0.000877447373604806
"Sample2",0.770782021815627,0.128916156748038,0.0597747360818984,0.0332789273571153,0.0072481579973204
"Sample3",0.895740670000732,0.0533862082414809,0.0272491046668813,0.0194012724833253,0.00422274460758022
"Sample4",0.67987225281739,0.223478936330653,0.0572360996239667,0.0325666756788674,0.00684603554912286
"Sample5",0.985791540411692,0.00891611044312906,0.00315140579661421,0.00176252616053398,0.00037841718803116
"Sample6",0.995332876464682,0.00310240260983071,0.000961554604009869,0.000497948228217621,0.000105218093259976
"Sample7",0.986912741790642,0.0080998629670296,0.00294022625447735,0.0016995734905768,0.000347595497273776
"Sample8",0.999230401337163,0.000447667635589805,0.000185215307261873,0.000113171311505651,2.35444084801055e-05
"Sample9",0.968559881854095,0.015171588091796,0.00928814270941056,0.0057810172115104,0.00119937013318757
"Sample10",0.842654271823009,0.105202040384926,0.030703014058576,0.0177003910463005,0.003740282687188
"Sample11",0.990445864408236,0.00565460036777863,0.00230520668325787,0.00130143214805607,0.00029289639267119
"Sample12",0.928025308573627,0.0423005128829788,0.019513580825436,0.00843831234490552,0.00172228537305275
"Sample13",0.937622093401554,0.0311866785456309,0.0192172434373111,0.00977519774578265,0.00219878686972157
"Sample14",0.981593138178238,0.0133278168353221,0.00301137245487108,0.00170634108169415,0.00036133144987508
"Sample15",0.922809619580313,0.0378823817894375,0.0224785170488177,0.014087723166775,0.00274175841465706
"Sample16",0.986992100937515,0.0072040167994061,0.00349169288598397,0.00190679083584104,0.000405398541253781
"Sample17",0.99995137633089,2.63166230361035e-05,1.34740059957949e-05,7.34225546483549e-06,1.49078461366979e-06
"Sample18",0.999057570426379,0.000580479616753479,0.000208233487502833,0.000126595228110788,2.71212412543506e-05
"Sample19",0.983880280583263,0.00972654186037237,0.00386298051821574,0.00208238872577514,0.000447808312373489
"Sample20",0.999006528637245,0.000503501638035299,0.000295692526456369,0.000159569326403062,3.47078718604521e-05
"Sample21",0.899712264372759,0.055463104627955,0.0268088661207592,0.014870729857593,0.00314503502093344
"Sample22",0.922322989889885,0.0520082549689213,0.0159039197450051,0.00809714032720373,0.00166769506898506
"Sample23",0.860496733658905,0.0765208022321121,0.0377056377187418,0.0210175826058001,0.00425924378444135
"Sample24",0.941019221315225,0.0384500327736627,0.0119431291219502,0.00712326821772883,0.00146434857143318
"Sample25",0.952716193418109,0.0282619076360572,0.0119045052733438,0.00590389791294664,0.00121349575954376
