"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.376417166490638,0.299531073225492,0.184787453192471,0.0940588556948295,0.0452054513965697
"Sample2",0.796028773787388,0.14746217485378,0.0444831793266065,0.00843513711909117,0.00359073491313435
"Sample3",0.733702034776033,0.128896190875444,0.0981476370287109,0.0281419587789788,0.0111121785408332
"Sample4",0.529975307438259,0.366114921634498,0.0840448066946968,0.0139073946862297,0.00595756954631658
"Sample5",0.300082433270824,0.429741876027262,0.169805821316665,0.0688239341424355,0.031545935242813
"Sample6",0.601075631182722,0.247724058693921,0.0933919913669781,0.0405010205553129,0.0173072982010664
"Sample7",0.672711992786001,0.191249531020384,0.0887215382428515,0.0328990561148661,0.0144178818358974
"Sample8",0.48042983328662,0.238465593832938,0.201563088673715,0.0526338405591775,0.0269076436475494
"Sample9",0.565855062239729,0.185783877854197,0.1819167919381,0.0457081039061826,0.020736164061791
"Sample10",0.637868224241666,0.237198249225954,0.0870551489541867,0.0267425692179356,0.0111358083602578
"Sample11",0.357832154113146,0.436046681995972,0.101495821703076,0.0733937903809331,0.0312315518068735
"Sample12",0.474683027748385,0.455948677069781,0.0355383100712564,0.0224849464154297,0.0113450386951481
"Sample13",0.342494038887763,0.292414853981213,0.161047477922421,0.143311803281753,0.0607318259268497
"Sample14",0.434291803816654,0.41559357424494,0.106046673046386,0.0311002787104036,0.0129676701816167
"Sample15",0.574144189043043,0.356221508719805,0.0524306056570512,0.0115648643910345,0.00563883218906723
"Sample16",0.734010529781633,0.154336098347774,0.0636806708073335,0.0327951497303732,0.0151775513328869
"Sample17",0.49707710711264,0.322568229185185,0.118800589615597,0.0409812779449011,0.0205727961416777
"Sample18",0.430515491081699,0.296525677363447,0.228552010165664,0.0313520710137003,0.0130547503754907
"Sample19",0.308951248138507,0.503691757391553,0.123066219721979,0.0433688630444883,0.0209219117034729
"Sample20",0.553258015213564,0.373272523972341,0.0386573681071587,0.0230507449390539,0.0117613477678823
"Sample21",0.546671847720326,0.32754614487103,0.0727082876660595,0.0351018666893791,0.0179718530532059
"Sample22",0.543381713250644,0.35559553411866,0.0586346857088536,0.0288335328227488,0.0135545340990938
"Sample23",0.664080669926482,0.10928081711093,0.168125202653922,0.0385178025158629,0.0199955077928029
"Sample24",0.758045002703953,0.179016959307982,0.0537360790262474,0.00573627005835123,0.00346568890346667
"Sample25",0.666113462544911,0.145697712309388,0.149321877107362,0.0262521316251286,0.0126148164132094
