"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.217671294687673,0.335189916168501,0.275674147052283,0.0321980306083381,0.139266611483204
"Sample2",0.363871307555072,0.257723298092943,0.219843785166388,0.116903660281684,0.0416579489039128
"Sample3",0.529748444673348,0.0734382378812079,0.224258803546134,0.158811078753877,0.0137434351454333
"Sample4",0.488390630315632,0.392921518215358,0.071893869389131,0.0379953033074407,0.0087986787724382
"Sample5",0.492558897518929,0.262237722280427,0.126272644252643,0.102948742200242,0.0159819937477591
"Sample6",0.594141840952757,0.0607777718488652,0.240839516060921,0.10284787853354,0.0013929926039173
"Sample7",0.16540080132593,0.38971035954083,0.26945620549922,0.167404618644121,0.00802801498989855
"Sample8",0.341962752578999,0.289367397381231,0.311388713996205,0.0478185158800083,0.00946262016355681
"Sample9",0.271607702586084,0.245087547604973,0.293959160316198,0.172565400114617,0.0167801893781269
"Sample10",0.352222637335848,0.562391444908672,0.0487297351229351,0.0140117872488261,0.0226443953837189
"Sample11",0.631483081504968,0.145837162891703,0.13729159591618,0.074292559834292,0.0110955998528559
"Sample12",0.264369527789959,0.458472872462209,0.206868704185434,0.0582770343167339,0.0120118612456638
"Sample13",0.2346690524312,0.256173235550568,0.419475558969429,0.0685535506707244,0.0211286023780791
"Sample14",0.676217954641605,0.144548295449412,0.151437390418141,0.0275693401175872,0.000227019373255047
"Sample15",0.17368787537099,0.252421185422292,0.351332447302049,0.184508726907796,0.0380497649968731
"Sample16",0.290175959716553,0.12888122996685,0.392844569301865,0.180129395571134,0.00796884544359847
"Sample17",0.431173767173584,0.137593864264046,0.307404283296076,0.122691040504807,0.00113704476148706
"Sample18",0.319603821353135,0.414374769306201,0.119602045732734,0.126429297512388,0.0199900660955421
"Sample19",0.325305928853243,0.261037556343036,0.294320953122744,0.116317026494136,0.00301853518684195
"Sample20",0.388929861167405,0.159391271255492,0.32907251228735,0.0943959665589757,0.0282103887307768
"Sample21",0.431312751509855,0.155591192684424,0.269238449071591,0.138706086254234,0.0051515204798965
"Sample22",0.214002095513035,0.557327283891489,0.166647062730443,0.050913441281396,0.0111101165836373
"Sample23",0.654397894779008,0.0934442232381379,0.147831006151168,0.070264572089081,0.0340623037426045
"Sample24",0.18059818031961,0.269380829114867,0.374124235791613,0.121181188898535,0.0547155658753749
"Sample25",0.508400727255296,0.32578171797765,0.0832751610405253,0.0622130845644048,0.0203293091621246
