"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.335685792696198,0.347344382592943,0.251685834555278,0.0282148660526922,0.0370691241028889
"Sample2",0.336084765611435,0.166960493123628,0.276885913357063,0.176813703750815,0.0432551241570596
"Sample3",0.135097052862328,0.568319769971102,0.202024900238665,0.0802603969677266,0.0142978799601781
"Sample4",0.580200202850968,0.235156141427087,0.130202746280332,0.0323589557655879,0.0220819536760258
"Sample5",0.219062579242928,0.54560489455885,0.161856356152628,0.0686621268528344,0.00481404319276002
"Sample6",0.37503047247126,0.493933869094829,0.0716693869373606,0.016385406459424,0.0429808650371269
"Sample7",0.410654405479602,0.235971169752104,0.220070918560505,0.0533392363325464,0.0799642698752428
"Sample8",0.362107466706301,0.451823920696001,0.134672624344994,0.0378134673526597,0.0135825209000449
"Sample9",0.252514827011548,0.186837705524049,0.448403263534339,0.104172067811994,0.00807213611807037
"Sample10",0.527785868005145,0.0966084679713841,0.199118500883232,0.171101343581206,0.00538581955903256
"Sample11",0.735294389148266,0.115934390558976,0.106359639728674,0.0165319583339614,0.0258796222301228
"Sample12",0.275917222188075,0.486113659023753,0.176164502676368,0.0611542395228569,0.000650376588947482
"Sample13",0.413055610991226,0.250558580301667,0.200688564411212,0.0433870937664424,0.0923101505294532
"Sample14",0.324889763513187,0.346917005802598,0.218705255765742,0.0737677355820807,0.0357202393363934
"Sample15",0.524386742041659,0.145976399938621,0.248752461356463,0.0194224816152346,0.0614619150480229
"Sample16",0.372132287350339,0.3078235125359,0.169107469855128,0.0163112650964165,0.134625465162217
"Sample17",0.243817855366316,0.0331964351525277,0.464300213480823,0.237963324930204,0.0207221710701297
"Sample18",0.489018174455219,0.375976325451766,0.0786302556441506,0.023452790272307,0.0329224541765578
"Sample19",0.78508265598498,0.111456642134416,0.0603329344000745,0.0108155141746682,0.0323122533058605
"Sample20",0.365178216870522,0.0863973048879294,0.364063483620736,0.181056998992274,0.00330399562853892
"Sample21",0.317226256539978,0.283089671434778,0.221846694186992,0.0441557047590829,0.133681673079169
"Sample22",0.500916195258428,0.208962624212325,0.141049737632759,0.0738544542611788,0.0752169886353095
"Sample23",0.821080516571678,0.124853652859629,0.0393525449579419,0.00873003475556274,0.00598325085518855
"Sample24",0.392473416426597,0.247563449680782,0.217651394352171,0.130518394702744,0.0117933448377067
"Sample25",0.600991456788592,0.240399401954177,0.120304245931761,0.0267696833638499,0.0115352119616203
