"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample1",0.608231679452512,0.252808666037748,0.0709386982543415,0.0144764488385332,0.0440104521116582,0.0064333697090641,0.00155273913419636,0.00103878607651808,0.000347031515534514,0.000115832397358072,2.31464003003332e-05,2.31500722352972e-05,0
"Sample2",0.330127848099125,0.406521534421406,0.126750072988866,0.0364775794575115,0.0719499664094112,0.0188958853645067,0.00463278793005386,0.00314633738324576,0.0010207366976365,0.000340825238924284,6.82156730482657e-05,6.82103362650246e-05,0
"Sample3",0.414686159557084,0.40928405936927,0.04499106498538,0.0463240334785174,0.0556156706347903,0.019477121454003,0.00481363602820927,0.00321618389384485,0.00108544215567009,0.000361903925663406,7.23640177583559e-05,7.23604998087856e-05,0
"Sample4",0.330582502461161,0.607274804566999,0.020570121162451,0.0103070676615994,0.0281294359631427,0.00209417953307825,0.000520072055751695,0.000351646393926229,0.000115960229278327,3.87109951555119e-05,7.74939628002589e-06,7.7495811775684e-06,0
"Sample5",0.556542674075698,0.383006301384257,0.011401936193369,0.0224391591339627,0.0192426507274202,0.00492499455424054,0.00122353144299398,0.000820658260301201,0.000271716752631219,9.0258353685401e-05,1.80557500327635e-05,1.80633714078251e-05,0
"Sample6",0.847942290847833,0.0877021190962089,0.00938354856564274,0.0169046087371285,0.0262072855269115,0.00799925372204222,0.00193065676562586,0.00130038628262075,0.000429301835958906,0.000143270965551799,2.86402188641607e-05,2.86374356120077e-05,0
"Sample7",0.746944040986974,0.154749741942618,0.054895038588008,0.0114212036123547,0.0250699941881648,0.00461365806155778,0.00115209480893484,0.000772145139012111,0.000260137810994917,8.7122577903582e-05,1.74107932717914e-05,1.74114902058536e-05,0
"Sample8",0.205819965146354,0.587982996674769,0.0635498794730015,0.0420639538388642,0.067372692556101,0.0222534926244412,0.00547712505771654,0.00370152068036259,0.00121297898723113,0.00040375840971011,8.08341064485224e-05,8.08024450004058e-05,0
"Sample9",0.938608186644382,0.0382364845723217,0.00574596566823693,0.00628180102490024,0.00874720414069911,0.00158573512501649,0.000396788023670341,0.000268305244430629,8.83244766159162e-05,2.94370964973515e-05,5.88501437264794e-06,5.88296885632252e-06,0
"Sample10",0.846467631705671,0.140797959904328,0.00308370238176148,0.00296168220650993,0.00500488383869271,0.001110051508341,0.000286754855193662,0.000191792467828024,6.51516058324479e-05,2.17039108989031e-05,4.34327779307626e-06,4.34233714998732e-06,0
"Sample11",0.819026027481004,0.0229906664397672,0.048825449198684,0.0316320048327411,0.0551530631727151,0.0149811922343001,0.0036836043451727,0.00250402582254712,0.000820864891627011,0.00027359970062234,5.4734525577884e-05,5.47673552419231e-05,0
"Sample12",0.765081486027586,0.0952757699550061,0.0400982110539101,0.0303771535437445,0.0638411416662105,0.00353606789453601,0.00089351278299008,0.000604165862287239,0.000199427448022081,6.64757043390308e-05,1.32946284423544e-05,1.32934329263707e-05,0
"Sample13",0.475014822837123,0.206031575596024,0.137536976756921,0.0368200538706628,0.0989279229196516,0.0303054442740359,0.00770117341244145,0.00512321882008287,0.00173068151823601,0.000577141397183876,0.000115499813309756,0.00011548878432734,0
"Sample14",0.732203059803362,0.187772315438195,0.0406832695607454,0.0151321126041382,0.0172284021272322,0.0046310863601808,0.00117504753009918,0.000788684304101459,0.000263075250091152,8.78481812641544e-05,1.75518288544462e-05,1.75470117354373e-05,0
"Sample15",0.399422151329263,0.345429785472342,0.0911610635784564,0.0405626557019219,0.111154061072226,0.00817519766135236,0.00204857257682794,0.00137477096570817,0.000458170554583235,0.000152554901218552,3.05048116433367e-05,3.05113744567782e-05,0
"Sample16",0.666643782202799,0.14321121494487,0.0916830747892538,0.0331097066931617,0.0561818668911669,0.00614642242017348,0.00151013577722427,0.00101467657412458,0.000340173935931958,0.000113521126654543,2.27080963591431e-05,2.27165482806188e-05,0
"Sample17",0.492596764381409,0.235625942358522,0.0799133507087274,0.0606806018413359,0.0949443497512486,0.0245634467144883,0.00583061735495722,0.00392181135866586,0.00131103512895116,0.000437276558948437,8.74125185981529e-05,8.73913241474211e-05,0
"Sample18",0.947243733140643,0.0295726243718148,0.0103530917358738,0.00328938530233942,0.00855751741937148,0.000655060966434638,0.00016424404230639,0.00011150598010422,3.60160422267902e-05,1.20126468259476e-05,2.4040925621117e-06,2.40425949764304e-06,0
"Sample19",0.994023106149852,0.00553403705359927,0.000234394399276824,6.91026221986366e-05,0.000100840685822198,2.57639633752402e-05,6.36897597879825e-06,4.31359732147105e-06,1.41310572431742e-06,4.71059988193669e-07,9.41804149487602e-08,9.42064480932488e-08,0
