"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample1",0.66120019302417,0.251068630682658,0.0103356575228791,0.00896615626434764,0.0560644681020963,0.00825231199592897,0.00205406429650336,0.00137156988579464,0.000468255875684217,0.000156207879106061,3.12479797864255e-05,3.12364910454567e-05,0
"Sample2",0.974149546501555,0.0117292700540998,0.00348632141959241,0.00166510094735196,0.00844527368976104,0.000351326768737712,8.69746327901461e-05,5.79321395484345e-05,1.92611561755397e-05,6.42403011749672e-06,1.28408608768331e-06,1.28457418319617e-06,0
"Sample3",0.952943452935487,0.0263071403540647,0.00586634070488225,0.00211322025575467,0.00982847627470531,0.00194248325805546,0.000498012623305464,0.000338707258589668,0.000110500358798299,3.69087839014087e-05,7.37400152117162e-06,7.38319093463119e-06,0
"Sample4",0.850134371429207,0.108212580036933,0.0111135855816626,0.00406767666159738,0.0235120008208604,0.00197892179793835,0.000489198162316547,0.000329054199647802,0.000110884420200005,3.69495131552577e-05,7.38827807725846e-06,7.38909840455563e-06,0
"Sample5",0.99642508407174,0.00216833055174651,0.000453785765057871,0.000147727935916549,0.000669679127757971,9.07873293061093e-05,2.23328065736864e-05,1.48632606941001e-05,5.05590104548586e-06,1.68099570693907e-06,3.36144656195591e-07,3.36109798563916e-07,0
"Sample6",0.538278989344736,0.0909490779224429,0.104415490831268,0.0619327686591589,0.190383180292444,0.00937358722955452,0.00233530944259943,0.00156369361487025,0.00052337383935805,0.000174629109844187,3.49603132560093e-05,3.49394004683615e-05,0
"Sample7",0.900718851330637,0.0851333065621601,0.00642189429923434,0.00167908784461957,0.00478334912245601,0.000836518795437997,0.00021388868172479,0.000141354375655061,4.88878392622299e-05,1.63299835038774e-05,3.26520555972045e-06,3.26595974916395e-06,0
"Sample8",0.710335030113666,0.103380984857068,0.0555358390898892,0.0296887050367942,0.0759818985557599,0.0168585647043766,0.0041031646299482,0.00273475348827021,0.000941864132605295,0.000313723244161323,6.27404902257048e-05,6.27316572355969e-05,0
"Sample9",0.333585627354128,0.472103465849644,0.0602924429023715,0.0220922773025165,0.0876335252191894,0.0162557376994576,0.00401594760068231,0.00270361476416261,0.000897858997493604,0.000299749594778461,5.98815315874975e-05,5.98711839881804e-05,0
"Sample10",0.487082458673519,0.22850577932281,0.118997876966929,0.0376588025444021,0.117717035705279,0.00667178021395323,0.00168565560316929,0.00112882226520774,0.00037653558627793,0.00012514558354931,2.50555765800616e-05,2.50519583242449e-05,0
"Sample11",0.657009138119111,0.206526560273572,0.0456440882218825,0.0186856480283821,0.0633790573031712,0.0058041445643953,0.00147703337450901,0.000995092233116943,0.000326452146980895,0.000109120799939129,2.1832727024303e-05,2.18322079152509e-05,0
"Sample12",0.690448071349508,0.22163998809104,0.0212505576180613,0.0118080741141284,0.0484973320090436,0.00429677467583822,0.00103275778657884,0.000686055600195709,0.000232301261347029,7.71982226027845e-05,1.54419390322891e-05,1.5447332623671e-05,0
"Sample13",0.515413691449682,0.242958720954423,0.04307398182905,0.0395106753792412,0.118798020197312,0.0271191173827892,0.00656482656049798,0.00441449746378988,0.00146304510347394,0.000488120992302646,9.76264454889755e-05,9.76762419496803e-05,0
"Sample14",0.275092443975298,0.363989942067023,0.082361198542001,0.0529015389845078,0.202605505551754,0.0154401032658157,0.00381107040250223,0.00254020128591552,0.00085836873706957,0.000285487323388365,5.70605221275186e-05,5.70793425974381e-05,0
"Sample15",0.263449459367442,0.393143432219918,0.0304834660792799,0.0715672711198793,0.203345613193407,0.0250852479757668,0.00644466503502366,0.00435765150240616,0.00144729055364422,0.000482737238870532,9.65883128439374e-05,9.65774015176947e-05,0
"Sample16",0.990740127109629,0.00768657958185714,0.000714420856843478,0.000140666475342284,0.000574915740484512,9.50100906680029e-05,2.41747458979866e-05,1.61785229824995e-05,5.40448127503265e-06,1.8020802655788e-06,3.60197401974545e-07,3.60117352957353e-07,0
"Sample17",0.317884438469664,0.526948808318764,0.0222077833985643,0.0184214993877835,0.0865942837751494,0.0186405440126627,0.00465149396985599,0.00312743737071931,0.00103880820131109,0.000346372206599008,6.92692204755922e-05,6.92616684515845e-05,0
"Sample18",0.696106608186151,0.185049266854825,0.0206267429504507,0.0280838009931531,0.0600333210791005,0.00675684275117439,0.00167506486556953,0.00111578208015872,0.000376827360973369,0.000125540767607752,2.50948400869704e-05,2.51072707487456e-05,0
"Sample19",0.29468717966288,0.22869239492096,0.145027620567365,0.0669259385828836,0.226067806224855,0.0258836674104365,0.0063551310805451,0.00425366392703409,0.00143620161059496,0.000478983361205658,9.56807693148613e-05,9.57318819251079e-05,0
"Sample20",0.578662770503192,0.344548349730644,0.0216602933242037,0.0131911386491043,0.030845855668184,0.00738310926345609,0.00185310645911984,0.00123441138889204,0.000423191413198535,0.000141288350323014,2.82408388396744e-05,2.82444108425495e-05,0
"Sample21",0.751298781817411,0.15342567354972,0.0367002038013011,0.00872262006319537,0.0443016703942208,0.00370005165254878,0.000929382991633048,0.000619728601799561,0.000205880650732207,6.85604084712195e-05,1.37238380386573e-05,1.37222309282349e-05,0
"Sample22",0.926113279308464,0.0494659997924093,0.00318554961223134,0.00204766452114168,0.0176612524959977,0.00101646547794507,0.000255339299808264,0.000170322161367064,5.7377660035514e-05,1.91068019239726e-05,3.819873299095e-06,3.82299537658024e-06,0
"Sample23",0.733138074040886,0.116212586655368,0.052545088554421,0.02540108866549,0.0652578890982283,0.00494589352680465,0.00125146660137557,0.000833139689552795,0.000282622315361305,9.43983193618957e-05,1.88736081023734e-05,1.88789250476951e-05,0
"Sample24",0.911167236664527,0.0571516413063701,0.010660838225075,0.00440614480894179,0.0160886727111072,0.000351662192721498,8.70407656108681e-05,5.7725951214853e-05,1.98071837622614e-05,6.59291182023786e-06,1.31884476949738e-06,1.31843407923878e-06,0
"Sample25",0.894957757477733,0.0620307870452538,0.0190759903025399,0.00645268787130446,0.0159834913320673,0.000997112079953337,0.000250700084286521,0.00016847525498994,5.65719516884114e-05,1.88747074568274e-05,3.77630003138188e-06,3.77559269531193e-06,0
"Sample26",0.6846291420198,0.224440804341313,0.00473740198893602,0.0161173111304284,0.0650471944115509,0.0033366830414092,0.000847729972324231,0.000566251696879938,0.000189228619685113,6.30310545218356e-05,1.26095110931279e-05,1.26122120580994e-05,0
"Sample27",0.621085718021192,0.116883786965044,0.0658335507195584,0.0477590278425457,0.114366897874683,0.0228448066766186,0.0056217936542771,0.00377720886302911,0.00124568139145968,0.000415414083075132,8.30404912646589e-05,8.30734172522592e-05,0
"Sample28",0.911049351628858,0.0633031218069875,0.00609138842118397,0.00275087345377079,0.0136186451575654,0.00211761631661908,0.000535455588000265,0.000357725839203902,0.000119892926290324,3.99502544784705e-05,7.98985916110905e-06,7.98874788123012e-06,0
"Sample29",0.252868278776148,0.507799918594714,0.0762402092831243,0.0262603490072402,0.122720840530846,0.0093879766692534,0.00237016376300665,0.00158060289909978,0.000526311642622418,0.000175287436263758,3.50285570157559e-05,3.5032840665665e-05,0
"Sample30",0.912661625986918,0.0498481369179436,0.00521734771657972,0.0060572313828649,0.0203561388994346,0.00390246179954571,0.000979617808386776,0.000650783407575515,0.000222540974577996,7.43576813860351e-05,1.48777376210108e-05,1.48796871663366e-05,0
"Sample31",0.929517380165742,0.0495492367558084,0.00527208751983678,0.00351664469634659,0.00985571133403284,0.00151421719419654,0.000387106673429924,0.000260706204344296,8.65287948017368e-05,2.88335327414788e-05,5.77569928291839e-06,5.77142943605758e-06,0
"Sample32",0.226013751972247,0.747461133628693,0.00308017769130869,0.00648376013091173,0.0153372155205335,0.00109166020376185,0.00026637527318729,0.000176625074734141,6.08827606960047e-05,2.02939698814759e-05,4.06158620846363e-06,4.06218783669333e-06,0
"Sample33",0.794713264142504,0.178284829260668,0.00234703824051874,0.00393883167038023,0.0154560241649453,0.00354117779968842,0.000859985377863761,0.000579896167164397,0.000190198312929007,6.33911861003061e-05,1.26806803334382e-05,1.26829969050892e-05,0
"Sample34",0.835755535617543,0.0337902614969949,0.0225463759998232,0.0179983196035281,0.0823958444792069,0.00498894674053888,0.00126286495048827,0.000856449042718391,0.00027646558583069,9.20814146387709e-05,1.84236176836859e-05,1.84314510053619e-05,0
"Sample35",0.903960704908017,0.0477718485234996,0.0137756469611895,0.0069248265370293,0.0233031389957425,0.00283009273359067,0.000719671325826317,0.000481194242118607,0.000158767994562159,5.29541936178105e-05,1.05787583159984e-05,1.05748264909648e-05,0
"Sample36",0.945929634400324,0.0321123670928497,0.00477830384101631,0.00312747736762611,0.00919873085398272,0.00323111975884119,0.000809885586642215,0.000544716413723779,0.000182563257829743,6.08630286460663e-05,1.21687445767555e-05,1.21696539418771e-05,0
"Sample37",0.502195402866867,0.23914903721685,0.0822583504022152,0.0264319049481125,0.129452883870384,0.0136563825725413,0.00342437598517668,0.00229601593757559,0.00077424520218598,0.000258102710198575,5.1650833660321e-05,5.16474542325662e-05,0
"Sample38",0.994386688945903,0.00380006179829235,0.000435826447810255,0.000298097072069391,0.000904652757618767,0.000116277738460781,2.90924191440106e-05,1.97163262335427e-05,6.53747711852588e-06,2.17727541496473e-06,4.35974197727609e-07,4.35767737030652e-07,0
