"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample1",0.574900367974763,0.270345081881736,0.027602179969041,0.0618537061520239,0.0582235109862896,0.00474655814668019,0.00116234104738584,0.000791012559592308,0.000255910961933061,8.5236323664534e-05,1.70464422460033e-05,1.70475546441909e-05,0
"Sample2",0.956274207267894,0.0231174759984055,0.00547985375938116,0.00561437736013246,0.0071334657853799,0.00158721620505249,0.000397930653185395,0.00026673542053235,8.77317684104066e-05,2.92918983126565e-05,5.85736442998848e-06,5.85651888412774e-06,0
"Sample3",0.315445805486144,0.54651908402623,0.0584465521272014,0.0330005660882614,0.0382733028385206,0.00552407760813347,0.00139653585322941,0.000933582401752895,0.000313667177102093,0.000104841062273334,2.09907674544477e-05,2.09945636971014e-05,0
"Sample4",0.416240454263443,0.532072308108761,0.0151861131662038,0.0173510391793919,0.0158472980110324,0.00221652612528248,0.000542982219067842,0.00036535845112027,0.000121310333808827,4.04397070713757e-05,8.08402946355528e-06,8.08640535355802e-06,0
"Sample5",0.882663210903156,0.113282904720986,0.00116795469806466,0.00128788837069026,0.00145819158833786,9.45045297340576e-05,2.2650205226648e-05,1.52064702818321e-05,5.10619012300007e-06,1.70178918046058e-06,3.40293679712384e-07,3.40240539642201e-07,0
"Sample6",0.457139449357375,0.417305177159892,0.0382556782366248,0.0293747927516273,0.0393224191661243,0.0124034019282356,0.00310712306575524,0.00207608650800121,0.000692578189666926,0.000230885064875792,4.62125421839519e-05,4.61960296378506e-05,0
"Sample7",0.474495167069889,0.42660458982492,0.0489797288260158,0.0219280766360448,0.0204136881083808,0.00508265108468119,0.0012465596656949,0.000837693669255983,0.000280922896179652,9.35003612010435e-05,1.87088991582667e-05,1.8712958578576e-05,0
"Sample8",0.795345524794333,0.0482432200669463,0.0474240743187246,0.0429001764403374,0.0473102426156587,0.0125336151177101,0.00311922802951016,0.00210516633226072,0.000694771514106814,0.000231396411570252,4.62955265713706e-05,4.62888322703492e-05,0
"Sample9",0.433651186318278,0.420766733122572,0.0367936680027947,0.0457511382727058,0.0539152483617279,0.00607849029939805,0.00152308704984835,0.00102193860945774,0.00033984878905186,0.000113304014246548,2.26822557871622e-05,2.2674904131432e-05,0
"Sample10",0.331118209488416,0.531786600664787,0.0443098283841802,0.0380081236498147,0.0510166134539159,0.00250724262341112,0.00062528215084907,0.000422927363444633,0.00013990360329512,4.66319034277122e-05,9.3180896369225e-06,9.31862482120674e-06,0
"Sample11",0.827157490880828,0.11294860999379,0.0340431237202866,0.00883288650057334,0.0145787516473315,0.00164537917397526,0.000396416890712653,0.000266048613700502,8.9519263181848e-05,2.98397957561899e-05,5.96671608408887e-06,5.96680377992105e-06,0
"Sample12",0.710467844210945,0.121771154358937,0.0332864036589272,0.056497842233005,0.0668730758683419,0.00734971296072849,0.00187265828227855,0.00126249629964629,0.000421866124514144,0.000140701162430371,2.81251581975295e-05,2.81196820481698e-05,0
