"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample1",10969.8245286528,14.6618322059104,8.55931483929984,2.9244174533356,3.16682062523176,0.573567848625241,0.144887511886665,0.0966825009743926,0.0326842667178414,0.0109054638700268,0.00217932798863514,0.00217930333929139,0
"Sample2",3116.64444536173,4916.40585948161,1010.75497034753,874.667096326479,886.133700172417,131.252121062678,32.013585247066,21.5556645191279,7.20985270298956,2.4020776517515,0.48024551156702,0.480381615049798,0
"Sample3",4296.86251393958,4064.15114172133,1715.14045449137,448.862568830357,386.08831653446,59.7111113200866,14.6235201045435,9.77685720126502,3.26266995379038,1.08635398424629,0.21726923028345,0.217222688679213,0
"Sample4",8066.64759372784,2635.83035190744,179.158794213101,54.0221071708658,50.6421927477932,9.06999614065601,2.31398149497922,1.5516100573169,0.520379054762364,0.173539138957943,0.034727110345564,0.034727235941745,0
"Sample5",4799.83493988757,4109.31471377446,878.976601055185,472.74781561837,597.379217164358,94.9521272981128,23.3588890193742,15.7722867855182,5.22861439411095,1.73949660958453,0.347694013803669,0.34760437954953,0
"Sample6",10887.0094031928,72.0603228447507,20.5898244471644,8.21918169906889,9.66088283306107,1.64389643916546,0.408498830528302,0.275190270945656,0.0905437449066947,0.030191516271814,0.00603017542568421,0.00603400594706264,0
"Sample7",10449.5069189672,451.809715370946,39.5275663869974,25.3185928618937,28.0911751869727,3.81006521568003,0.97040363925223,0.653774617347661,0.212681265754344,0.0707854120710928,0.0141586310521619,0.0141624448569544,0
"Sample8",7023.06506060104,3683.45893509554,131.612226333996,77.6247450758498,69.9715571147175,9.43413062365995,2.41226496427387,1.63074761590204,0.538498362819681,0.179871627426794,0.0359822043540556,0.0359803804185526,0
"Sample9",10555.1298351137,222.528941217471,109.006312983997,53.5331660113111,48.0793266836243,7.8503595151482,1.93519944186159,1.29350383823888,0.438519325135415,0.146324157846478,0.0292555778115828,0.029256133876791,0
"Sample10",9144.5093419098,808.823982678191,504.731019381947,261.600324338952,233.564234014138,31.3096192754269,7.72799827140128,5.20848288912143,1.72152645667258,0.573772579124572,0.114851589375092,0.114846615845181,0
"Sample11",10077.4846440084,242.937740236437,277.184711849114,173.885223567678,187.423963398751,26.8739120101806,7.10796451091464,4.78495163461837,1.57996052689963,0.526292168823817,0.105309587196879,0.105326500974574,0
"Sample12",1967.24628658109,7595.2993594097,719.511248095448,341.938799058523,308.21863221935,44.9033506555271,11.4461848016513,7.68951618912554,2.55544600735603,0.850718804379243,0.17022823715306,0.170229940696007,0
"Sample13",7972.23903883492,2862.57753233697,71.264817444358,38.8621032629139,45.8625592497694,6.1421196856305,1.523228556663,1.02993450092972,0.339988665182233,0.113388783448632,0.0226494283694406,0.0226392508486801,0
"Sample14",10520.2868666381,408.571855144091,35.5903204268424,14.1016359241666,16.9717880755704,3.00489545445994,0.736075274110749,0.493650314915465,0.165512644226503,0.0552816102061163,0.0110575871691204,0.0110609061776152,0
"Sample15",10787.4278269325,131.532137280988,40.0047977230378,18.0961152767647,18.6674205476415,2.85264390648811,0.710072964854018,0.476210077363629,0.158688020404402,0.0529183805677394,0.010583181293949,0.0105857080504695,0
"Sample16",5712.54641498754,3080.67732031679,921.348626234962,596.617134221958,544.798461050604,96.1735149360248,23.9064880940726,16.0662125349899,5.35877912608958,1.79070352211221,0.358150668033861,0.358194306820876,0
"Sample17",10728.0353564032,155.955850865342,52.3755093255138,30.1519188806894,27.0974917551841,4.25161751824159,1.06726868987218,0.712939655321974,0.23996604683116,0.0800537967504459,0.0160146279397107,0.0160124351284848,0
"Sample18",8438.50716319564,2043.15753853796,202.334184344934,146.469125380568,143.721504219419,17.2112110844424,4.31234369666077,2.89070899063869,0.952496863152442,0.316851584757025,0.063438812237505,0.0634332895846821,0
"Sample19",9518.92322549999,1444.78784667263,12.8113683799342,11.226204863529,10.1919503111885,1.37230382542103,0.343327687008626,0.230458070610357,0.077218175318713,0.0257863379500615,0.00515441962572526,0.00515575679810336,0
"Sample20",5328.54623346946,3965.59857990516,739.532314793241,479.788712782399,411.168833761,50.0573450158206,12.6453212660663,8.53961317665325,2.81255981366968,0.936059081716481,0.18721689365679,0.187210041151001,0
"Sample21",9121.90228541964,1297.92801925049,265.48498050158,128.391486432508,152.673633157228,22.3520804244516,5.64303199251581,3.80107144848774,1.24393791490733,0.41393525239764,0.082772592569318,0.0827656132227077,0
"Sample22",7463.47549357408,1778.65825614065,867.854809791745,447.740498201001,362.189282892962,53.3777458230455,13.3568826836676,8.9013700324272,3.03206013492848,1.00941176956875,0.20214543533029,0.202043520589809,0
"Sample23",5078.06823054331,4656.93805912957,511.379866583329,354.771120003014,320.615197634791,52.7553262565805,12.7624672065471,8.55649573590355,2.83030183654159,0.945051320974887,0.188903526901537,0.18898022253747,0
"Sample24",10168.1451869531,825.126629974235,2.60551152938989,1.71250651957987,1.94518926494488,0.309176713153216,0.0779778453568836,0.0524360940802559,0.0173046794360696,0.00577143218901468,0.00115470916107506,0.00115428533253231,0
"Sample25",10799.299153169,111.304072324098,45.9636013681182,17.3762806959227,21.1573689097512,3.2825644761358,0.808183552186429,0.542225081449004,0.181724154401892,0.0605864825430409,0.0121184822169842,0.0121213042195065,0
"Sample26",10589.3635802608,256.479456992049,55.5363979629214,50.845882122403,39.3511516029295,5.59868899917814,1.40911587889234,0.957578575057786,0.312585808284674,0.103959741231101,0.0207996168786846,0.0208024393520334,0
"Sample27",5251.27568010938,2392.31161472119,1784.53431795468,788.952141527894,646.632461839908,91.2335190156064,22.5655238282997,15.0640941510184,5.06581532136998,1.68923246283816,0.337841735790392,0.337757332024192,0
"Sample28",6491.92002712623,2285.0003652104,1095.41990599028,504.958487388806,511.388348549356,73.6858489583012,18.8145524496623,12.6059147206763,4.23110356780537,1.4108688166401,0.282230115070623,0.282347106778343,0
"Sample29",10110.8287282279,747.469252056977,84.4797706094861,25.9141029399618,25.9700134543684,3.56629280352106,0.885931437633447,0.596817573956931,0.197179502061644,0.065644494164569,0.013135168504514,0.0131317314820242,0
"Sample30",6334.11781960312,2201.6854515323,915.481607283987,757.220100013955,671.660754954341,80.3500783306163,19.7814011736234,13.1878543443814,4.44216923310278,1.48015484364201,0.296355961299352,0.296252725634116,0
"Sample31",9145.77027445998,1373.35675592419,157.771612986875,143.984307822869,147.647051719975,21.0806355895958,5.18254402678283,3.5041180739436,1.16103391166382,0.386977797047207,0.077353915078061,0.0773337719988733,0
"Sample32",10170.8441633275,545.774742700154,164.103025567991,60.4061229947981,48.380494155174,6.92737660348105,1.77983487428434,1.20740086548534,0.39327099781231,0.131090678002632,0.0262404559679217,0.026236779342047,0
"Sample33",10265.0061040421,390.332666816994,87.5532455722796,119.006204398257,107.775844379236,20.5825613029295,4.86467231274566,3.3238302066715,1.06082470326737,0.352872169199548,0.0705886754357805,0.0705854208722429,0
"Sample34",7893.52028726724,1810.78736015238,399.087573470247,425.561419708088,378.780391255338,61.881161266661,15.2042433553453,10.2030984127055,3.39110552569298,1.13093113544557,0.226239050788763,0.226189400064244,0
"Sample35",6357.64780970709,4178.70650862053,217.675076218746,107.186307596929,114.142412731833,16.4265294496005,4.10759504831598,2.76626868777361,0.915149840774359,0.304538511325283,0.0609101159710398,0.0608934711041637,0
"Sample36",10669.2167743345,301.269377549549,14.0000315012557,6.72656709068173,6.89572613289291,1.25422092250342,0.318282139967187,0.213950743691885,0.0716555390893013,0.0238665171663071,0.00477284605370728,0.00477468262893166,0
"Sample37",10003.5656883087,771.891006487875,91.981101660159,62.6667689439885,57.1860852115266,8.64892095048113,2.02938157031552,1.37047786353973,0.450206931265856,0.150236451039283,0.0300618961297366,0.0300637250196926,0
"Sample38",10608.0177057268,196.423725610921,106.238878055768,36.6384624494066,44.0734574191419,5.79474707914526,1.40437637597112,0.949241485741392,0.31324395302295,0.104408257704429,0.0208773161886675,0.0208762701976093,0
"Sample39",8864.31145709427,1223.66645351491,371.354899194863,238.264382325743,241.233480680012,40.5850221760004,10.2808909997678,6.9011911738242,2.31862081780844,0.774193597071848,0.154712483748505,0.154695941985468,0
"Sample40",10747.9938394265,237.073810449843,8.07481692278734,3.47250290484644,2.7514734971994,0.431055233932514,0.101259519119972,0.067339669294847,0.0231180404176002,0.0077012189770774,0.00154158329647693,0.00154153377444658,0
"Sample41",8827.86609000602,1980.43577270425,101.755099779677,42.6330946818953,38.5444387768099,5.79816552921948,1.48248790448836,0.996465227940054,0.332797610656273,0.111125259850546,0.0222342221615066,0.022228297034371,0
"Sample42",6485.21632267158,4108.00333579481,132.65924862174,121.91105929858,127.382843769268,16.7595904677928,4.02782387891457,2.70704922602646,0.909427033900048,0.302378101737741,0.0604588500238886,0.0604622856234075,0
