"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.777560362973186,0.0323324878953857,0.102981483969373,0.0617144159710304,0.0254112491910248
"Sample2",0.235991623020909,0.423651186146406,0.185892880337111,0.102903751830503,0.0515605586650701
"Sample3",0.520547831822469,0.103912769166841,0.27481258909203,0.0822022156553531,0.0185245942633063
"Sample4",0.681848544017886,0.0870115689389111,0.187329180359786,0.0322706690424207,0.0115400376409959
"Sample5",0.645134390204032,0.218091185133249,0.0898807277972834,0.0359372397462844,0.0109564571191515
"Sample6",0.221038441184682,0.709144736689006,0.0532720080911599,0.0127271172280047,0.00381769680714689
"Sample7",0.621442838655619,0.0415132910823663,0.167531885933776,0.127849182902611,0.0416628014256276
"Sample8",0.388784907746141,0.321006811408402,0.209659053761532,0.0580710702001233,0.0224781568838013
"Sample9",0.317777397084481,0.539274457599461,0.110509690304328,0.0233413645852922,0.00909709042643697
"Sample10",0.56824980383719,0.171576042810718,0.163261329953435,0.0845145245820397,0.0123982988166175
"Sample11",0.251476378186359,0.18498747943557,0.24925471805594,0.279524410141078,0.034757014181053
"Sample12",0.23231300068066,0.10472283582166,0.394117301236745,0.198057130242143,0.0707897320187921
"Sample13",0.84638946092798,0.0374817747230721,0.041748119122958,0.0547877397808811,0.0195929054451087
"Sample14",0.480100506705965,0.31677667748856,0.160252890996778,0.0341110360193185,0.00875888878937835
"Sample15",0.272437714636142,0.65742910130499,0.0537106491776624,0.0126870766420675,0.003735458239138
"Sample16",0.551959273189828,0.255299941908066,0.171735990990893,0.0156530367732163,0.00535175713799579
"Sample17",0.0877910041912947,0.23667906343636,0.433811927997246,0.200668209390948,0.0410497949841503
"Sample18",0.166068016485519,0.385098942528253,0.325489601502184,0.0956016078981763,0.0277418315858675
"Sample19",0.417352301748463,0.415784258291382,0.124293102695383,0.037111671445346,0.00545866581942565
"Sample20",0.516301486260521,0.147159509394887,0.227781380860506,0.0799537936227744,0.0288038298613118
"Sample21",0.111434123718057,0.0956092695352033,0.362736360849914,0.334763891364775,0.0954563545320509
"Sample22",0.684899953921386,0.117218520904406,0.112864964534323,0.0630273511771054,0.0219892094627801
"Sample23",0.243386617583418,0.474866069432743,0.177504451190419,0.0813947237336556,0.0228481380597656
"Sample24",0.930231814362526,0.00679624463813766,0.0497679136339421,0.00785656622493449,0.00534746114046005
"Sample25",0.383593956021655,0.0542197712535458,0.399180397886561,0.118119902352437,0.0448859724858009
