"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.635263872328168,0.0785971193657662,0.237580670486,0.0328719958183056,0.01568634200176
"Sample2",0.779989745748081,0.117531770333948,0.0673299652322657,0.0223159552449314,0.0128325634407736
"Sample3",0.462417805381508,0.271966961579138,0.169505239377572,0.0685035719324778,0.0276064217293032
"Sample4",0.315973101873934,0.247019759134975,0.232145877363141,0.156071275386414,0.0487899862415361
"Sample5",0.262562253814161,0.365840530635774,0.234050711791358,0.114274105855059,0.0232723979036493
"Sample6",0.441049082654481,0.134518041009776,0.242673392326385,0.159186186662022,0.0225732973473358
"Sample7",0.465652379108264,0.245279955798075,0.220579513034174,0.0586420083612796,0.0098461436982086
"Sample8",0.106142405711847,0.467522864730854,0.267777528120093,0.122841570833712,0.0357156306034929
"Sample9",0.601589938570393,0.0539409093702488,0.196761521776778,0.128726317239976,0.0189813130426038
"Sample10",0.357669859785312,0.0651532047810541,0.436316626967275,0.106231646357944,0.0346286621084145
"Sample11",0.481778566633755,0.33526613485307,0.107427115348764,0.0559783990536179,0.019549784110793
"Sample12",0.21221692099174,0.135640602935584,0.482445890504268,0.152591308172556,0.0171052773958516
"Sample13",0.402903236609606,0.211163718452579,0.281017540811199,0.080194769699773,0.0247207344268427
"Sample14",0.13262857280469,0.479402711640315,0.305664828173355,0.0693380255938806,0.0129658617877599
"Sample15",0.319989838457468,0.161497576098021,0.231145994124035,0.196363415446896,0.0910031758735789
"Sample16",0.437733513910215,0.201739466506907,0.267320357909472,0.0640317972300038,0.0291748644434025
"Sample17",0.485247645364984,0.237389630219053,0.235412772670404,0.0293567322297685,0.0125932195157906
"Sample18",0.285093558231077,0.352931337383134,0.23472822106682,0.0819770805036636,0.0452698028153054
"Sample19",0.752733545032824,0.0958827791818024,0.101800466217217,0.0382617361845237,0.0113214733836336
"Sample20",0.549146933727009,0.181039175232191,0.209692805154488,0.0515001514574851,0.00862093442882708
"Sample21",0.271391052833237,0.281805049441357,0.245310721428841,0.158423983602327,0.0430691926942382
"Sample22",0.667644288560542,0.0261998541763443,0.221064598170646,0.0668804104202191,0.0182108486722489
"Sample23",0.520381762789899,0.169851899178434,0.212485381379314,0.0653247224305325,0.0319562342218204
"Sample24",0.584145370973717,0.138112259254398,0.184789585513378,0.0668234500881178,0.0261293341703894
"Sample25",0.106491738908412,0.557832708593743,0.140476615632647,0.16067285202171,0.0345260848434885
