"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.0895549355250587,0.281985018284564,0.403858119352195,0.0993747634409811,0.125227163397201
"Sample2",0.327678101387966,0.337151386151108,0.210662499047211,0.111073950675812,0.0134340627379033
"Sample3",0.470118432218195,0.311201793581843,0.175137119284494,0.0271485914929106,0.0163940634225573
"Sample4",0.669608691499167,0.0885700904710725,0.186220149287843,0.0516337618093288,0.00396730693258872
"Sample5",0.543117443883384,0.0619133491257653,0.175792629155025,0.16532516587557,0.0538514119602557
"Sample6",0.179536579807363,0.248633260835617,0.397697179427166,0.144556992083293,0.0295759878465601
"Sample7",0.182509077534309,0.304486968094084,0.379312211650492,0.106166777315729,0.0275249654053859
"Sample8",0.234274266653775,0.47261779258031,0.191065873464875,0.0917817179586837,0.0102603493423572
"Sample9",0.20602348444578,0.272531250935942,0.319857189717758,0.135639919630755,0.0659481552697652
"Sample10",0.0678688827248174,0.565832118156576,0.239417532772649,0.0848196529755242,0.0420618133704338
"Sample11",0.531523905586929,0.159982921603525,0.236136483343602,0.0274560074285141,0.0449006820374293
"Sample12",0.43911417828818,0.251153235233452,0.236766851357626,0.0726788063126429,0.00028692880809976
"Sample13",0.321506676944229,0.139074269579466,0.427538220365148,0.0414452143900454,0.070435618721112
"Sample14",0.656385785254943,0.206682971331001,0.0873324073556347,0.0405691799239419,0.00902965613447937
"Sample15",0.575076942207444,0.193485644592976,0.147370345399887,0.080025406561433,0.004041661238259
"Sample16",0.385018482186551,0.286642035915999,0.248107301110016,0.0794304525831945,0.000801728204239793
"Sample17",0.773196022916376,0.0143113297229965,0.144590698503916,0.0603212035323517,0.00758074532436012
"Sample18",0.547595065660148,0.27522650089709,0.125146290898845,0.00751450835291668,0.0445176341910006
"Sample19",0.501075716003409,0.0460467636533959,0.260614377356276,0.176440213378591,0.0158229296083279
"Sample20",0.664549460420802,0.114046309464508,0.161950420111356,0.0513687162268611,0.00808509377647281
"Sample21",0.810200020220629,0.0264643822467383,0.115223741556739,0.0370998252139474,0.0110120307619472
"Sample22",0.441688420221182,0.160322282135432,0.273626881711453,0.0903616947524106,0.034000721179522
"Sample23",0.236422014501232,0.280143298492965,0.357177469590117,0.0646293675948397,0.0616278498208467
"Sample24",0.335321162370492,0.505760630035036,0.0896976065590727,0.0417915768930292,0.0274290241423708
"Sample25",0.165012183275586,0.574391217821607,0.211625371643189,0.0156057928974426,0.0333654343621758
