"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.761821212495331,0.123268817953543,0.0680890583296302,0.0382215874457828,0.00859932377571215
"Sample2",0.95633264242158,0.0297195215216008,0.00830554001973303,0.00469403643008042,0.000948259607005683
"Sample3",0.941101971787338,0.0349136746598578,0.0137772255088761,0.00834046569785196,0.001866662346076
"Sample4",0.983121292454699,0.00997772812400315,0.00406556195016036,0.00230466847109554,0.000530749000042362
"Sample5",0.941186028407233,0.0329344915381361,0.0166751256451104,0.0075805007802022,0.00162385362931815
"Sample6",0.814763279753811,0.0981669635553189,0.0507651013834761,0.0300446312244687,0.00626002408292515
"Sample7",0.973472509847679,0.0153783793499534,0.00622440979128681,0.00404071961454887,0.000883981396531854
"Sample8",0.998479856572729,0.000900560164882813,0.000357321262778079,0.000213706373936906,4.85556256731171e-05
"Sample9",0.622435865622833,0.226762756743322,0.0969970814543008,0.044331929649731,0.0094723665298131
"Sample10",0.999344146334223,0.000420421704333252,0.000133725033743449,8.44075726650073e-05,1.72993550353209e-05
"Sample11",0.973969673507357,0.0166244738579427,0.00592202779052575,0.00285386371790297,0.000629961126271704
"Sample12",0.882112963594738,0.0634167864360779,0.0334356064591242,0.0172868389806809,0.00374780452937882
"Sample13",0.977930034848438,0.0145278026622006,0.00465120928223099,0.00233511483848045,0.000555838368650258
"Sample14",0.990431271474602,0.00644444371859033,0.00189226758211575,0.0010263782071828,0.000205639017508813
"Sample15",0.932163362029824,0.0407437322470021,0.0152869848728151,0.00959629728662806,0.00220962356373127
"Sample16",0.991518476450148,0.0051496674728934,0.00191396119202409,0.0011772481625991,0.000240646722335615
"Sample17",0.974550947559939,0.0167924199280183,0.00514148015687057,0.00285348260438213,0.000661669750790484
"Sample18",0.999191895406248,0.000427545295190779,0.000233206031730478,0.000121689725844778,2.56635409858788e-05
"Sample19",0.825165667017919,0.114102257363794,0.0348500696311573,0.0216544827819503,0.00422752320517992
"Sample20",0.64656179312925,0.199949935655582,0.0981611427124821,0.0454379369838777,0.0098891915188083
"Sample21",0.944217791343184,0.0311272375722102,0.0145725637223651,0.00827613121940263,0.00180627614283801
"Sample22",0.934444006388068,0.0367134678538008,0.0172979798872901,0.0095244623672746,0.00202008350356651
"Sample23",0.998866130828448,0.000701580525562236,0.000246459249319667,0.000153881976757144,3.19474199131793e-05
"Sample24",0.914602128796309,0.0495967356037526,0.0205833880654969,0.0122856262266927,0.00293212130774894
"Sample25",0.995382140895018,0.0027217215458397,0.00113550295768381,0.0006390090883456,0.000121625513112462
