"Firmicutes","Actinobacteria","Proteobacteria","Bacteroidetes","Other"
"Sample1",0.936091284688854,0.0507646032058455,0.0102612873406522,0.0020185473622741,0.000864277402374317
"Sample2",0.708817738880868,0.20715998512951,0.0631106062468265,0.0145623267751148,0.00634934296768087
"Sample3",0.252698386712962,0.276822565165211,0.288073060799588,0.125121773916553,0.0572842134056853
"Sample4",0.68409711084616,0.213512033426974,0.0705263226814073,0.0217977249212332,0.0100668081242257
"Sample5",0.787267072557893,0.115151789639552,0.059087748644761,0.0258608413032542,0.0126325478545397
"Sample6",0.0751937840466703,0.570493267201405,0.270499754659054,0.054161775444531,0.0296514186483399
"Sample7",0.669930870510598,0.0904146980759441,0.162883227856001,0.0517082908772171,0.0250629126802405
"Sample8",0.785351914203477,0.12559482891209,0.0568222174681796,0.0207066934809948,0.0115243459352581
"Sample9",0.53389912891918,0.240847687372717,0.169018522216779,0.0387500187117111,0.0174846427796121
"Sample10",0.696101520357374,0.168365069844129,0.0898657331072148,0.0305557353465102,0.0151119413447718
"Sample11",0.236236142936025,0.443187898459352,0.20463884619452,0.0769745362254772,0.0389625761846261
"Sample12",0.591864899947372,0.176675800847779,0.158348531747792,0.0454416299386335,0.0276691375184239
"Sample13",0.723549248960672,0.124589521855173,0.0853998373921242,0.0456236169112259,0.0208377748808051
"Sample14",0.693228334984455,0.131037866287848,0.122188302315601,0.0369996486219487,0.0165458477901477
"Sample15",0.287321645750597,0.592713362319812,0.0863189322153886,0.0224129232190135,0.0112331364951886
"Sample16",0.92794785542677,0.0303388480504936,0.0255767830026087,0.0106389131436831,0.00549760037644473
"Sample17",0.753113496584599,0.0822188969559053,0.102673002349754,0.0407158968151678,0.0212787072945736
"Sample18",0.62188763122585,0.0768812902783595,0.215208198053111,0.0557641088662513,0.0302587715764284
"Sample19",0.47852456452535,0.312921851322095,0.152304818495421,0.038136108992521,0.0181126566646136
"Sample20",0.782071315741874,0.114616857055279,0.0659864378601966,0.0257830317301782,0.0115423576124718
"Sample21",0.596382168734693,0.308353868244747,0.0719231302678687,0.0161297899969126,0.00721104275577857
"Sample22",0.646553834211831,0.0443820357767964,0.175393020990826,0.0870878005708548,0.046583308449692
"Sample23",0.74791071932885,0.0440003253661974,0.159528240114805,0.0323878525779539,0.0161728626121931
"Sample24",0.528756921662607,0.435997602723834,0.0206674794410148,0.0101011725787096,0.00447682359383475
"Sample25",0.397011132963505,0.286142286201838,0.203037632889353,0.074610886178545,0.0391980617667595
